userId,startTime,endTime,duration,subject
787648176295378944,2023-07-19T16:29:21Z,2023-07-19T16:29:26Z,5.488569174s,go-reloaded
787648176295378944,2023-07-19T16:29:21Z,2023-07-19T16:29:26Z,5.488569174s,documentation
787648176295378944,2023-07-19T16:29:21Z,2023-07-19T16:29:26Z,5.488569174s,research 
787648176295378944,2023-07-19T16:29:21Z,2023-07-19T16:29:26Z,5.488569174s,watching tutorial
787648176295378944,2023-07-19T18:47:03Z,2023-07-19T18:47:16Z,13.09063188s,forum
